prov_id,location_id,muni_name,party_acronym_original,party_acronym,political_party_slug,political_party_long_name,color,color_hex,seats_available,party_seats,rank,color_string,show
40,40001,Abades,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,7,5,1,otro-1_pp_psoe,TRUE
40,40001,Abades,centrados,centrados,NA,NA,otro-4,#9a6c7d,7,1,2,otro-1_pp_psoe,TRUE
40,40001,Abades,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,7,1,3,otro-1_pp_psoe,TRUE
48,48001,Abadiño,EH Bildu,EH BILDU,eh-bildu,EUSKAL HERRIA BILDU,bildu,#A4D700,13,5,1,bildu_ind-c_pnv,TRUE
48,48001,Abadiño,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,13,4,2,bildu_ind-c_pnv,TRUE
48,48001,Abadiño,A.I.,AI,ai,INDEPENDIENTES DE ABADIÑO / ABADIÑOKO INDEPENDIENTEAK,ind-c,#ba9500,13,4,3,bildu_ind-c_pnv,TRUE
31,31001,Abáigar,INDEPENDIENTES POR ABAIGAR,IPA,ind-abaigar,INDEPENDIENTES POR ABAIGAR,ind-nav,#01CFA7,3,3,1,ind-nav,TRUE
20,20001,Abaltzisketa,HERRIGINTZA,HERRIGINTZA,NA,NA,otro-4,#9a6c7d,7,7,1,otro-4,TRUE
30,30001,Abanilla,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,13,6,1,otro-4_pp_psoe,TRUE
30,30001,Abanilla,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,13,6,2,otro-4_pp_psoe,TRUE
01,01003,Aramaio,EH Bildu,EH BILDU,eh-bildu,EUSKAL HERRIA BILDU,bildu,#A4D700,9,7,1,bildu_pnv,FALSE
01,01003,Aramaio,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,9,2,2,bildu_pnv,FALSE
30,30001,Abanilla,IUMA,IUMA,iuma,INDEPENDIENTES UNIDOS POR EL MUNICIPIO ABANILLA,otro-4,#9a6c7d,13,1,3,otro-4_pp_psoe,TRUE
01,01004,Artziniega,EH Bildu,EH BILDU,eh-bildu,EUSKAL HERRIA BILDU,bildu,#A4D700,9,5,1,bildu_pnv_pp,FALSE
01,01004,Artziniega,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,9,3,2,bildu_pnv_pp,FALSE
01,01004,Artziniega,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,9,1,3,bildu_pnv_pp,FALSE
48,48002,Abanto y Ciérvana-Abanto Zierbena,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,13,6,1,bildu_ind-c_pnv_podemos_psoe,TRUE
01,01006,Armiñón,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,5,4,1,pnv_pp,FALSE
01,01006,Armiñón,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,5,1,2,pnv_pp,FALSE
48,48002,Abanto y Ciérvana-Abanto Zierbena,EH Bildu,EH BILDU,eh-bildu,EUSKAL HERRIA BILDU,bildu,#A4D700,13,2,2,bildu_ind-c_pnv_podemos_psoe,TRUE
01,01008,Arratzua-Ubarrundia,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,7,4,1,bildu_pnv,FALSE
01,01008,Arratzua-Ubarrundia,EH Bildu,EH BILDU,eh-bildu,EUSKAL HERRIA BILDU,bildu,#A4D700,7,3,2,bildu_pnv,FALSE
48,48002,Abanto y Ciérvana-Abanto Zierbena,PSE-EE (PSOE),PSE-EE-PSOE,pse-ee-psoe,PARTIDO SOCIALISTA VASCO EUSKAL SOZIALISTAK-PSOE,psoe,#e70000,13,2,3,bildu_ind-c_pnv_podemos_psoe,TRUE
01,01009,Asparrena,EH Bildu,EH BILDU,eh-bildu,EUSKAL HERRIA BILDU,bildu,#A4D700,9,6,1,bildu_pnv,FALSE
01,01009,Asparrena,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,9,3,2,bildu_pnv,FALSE
48,48002,Abanto y Ciérvana-Abanto Zierbena,IN.D.A.Z.,INDAZ,indaz,INDEPENDIENTES DE ABANTO Y ZIERBENA,ind-c,#ba9500,13,2,4,bildu_ind-c_pnv_podemos_psoe,TRUE
48,48002,Abanto y Ciérvana-Abanto Zierbena,"Podemos, Ezker Anitza-IU, EQUO Berdeak",PODEMOS-IU-EQUO,podemos-iu-equo,UNIDAS PODEMOS-IZQUIERDA UNIDA-EQUO,podemos,#7E0C6D,13,1,5,bildu_ind-c_pnv_podemos_psoe,TRUE
30,30002,Abarán,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,17,6,1,iu_otro-3_pp_psoe_vox,TRUE
30,30002,Abarán,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,17,6,2,iu_otro-3_pp_psoe_vox,TRUE
30,30002,Abarán,UYD,UYD,uyd,UNION Y DESARROLLO,otro-2,#6C7D9A,17,2,3,iu_otro-3_pp_psoe_vox,TRUE
01,01011,Baños de Ebro/Mañueta,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,7,4,1,pnv_pp_psoe,FALSE
01,01011,Baños de Ebro/Mañueta,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,7,2,2,pnv_pp_psoe,FALSE
01,01011,Baños de Ebro/Mañueta,PSE-EE (PSOE),PSE-EE-PSOE,pse-ee-psoe,PARTIDO SOCIALISTA VASCO EUSKAL SOZIALISTAK-PSOE,psoe,#e70000,7,1,3,pnv_pp_psoe,FALSE
30,30002,Abarán,IU-V.CR,IUV,iuv,IZQUIERDA UNIDA VERDES,iu,#00973D,17,2,4,iu_otro-3_pp_psoe_vox,TRUE
01,01013,Barrundia,EH Bildu,EH BILDU,eh-bildu,EUSKAL HERRIA BILDU,bildu,#A4D700,7,5,1,bildu_pnv,FALSE
01,01013,Barrundia,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,7,2,2,bildu_pnv,FALSE
30,30002,Abarán,VOX,VOX,vox,VOX,vox,#36C725,17,1,5,iu_otro-3_pp_psoe_vox,TRUE
31,31002,Abárzuza/Abartzuza,A.I.H.,AIH,agi-harrobia,AGRUPACIÓN INDEPENDIENTE DE HARROBIA,ag-1,#7437ff,7,7,1,ag-1,TRUE
31,31003,Abaurregaina/Abaurrea Alta,GAZTELUBERRI,GU,gazteluberri,GAZTELUBERRI,otro-3,#6c9a89,5,5,1,otro-3,TRUE
31,31004,Abaurrepea/Abaurrea Baja,A.T.I.,ATI,abaurrepeako-talde-independentea,ABAURREPEAKO TALDE INDEPENDENTEA,otro-3,#6c9a89,3,2,1,ag-2_otro-4,TRUE
01,01016,Bernedo,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,7,5,1,bildu_pnv_pp,FALSE
01,01016,Bernedo,EH Bildu,EH BILDU,eh-bildu,EUSKAL HERRIA BILDU,bildu,#A4D700,7,1,2,bildu_pnv_pp,FALSE
01,01016,Bernedo,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,7,1,3,bildu_pnv_pp,FALSE
31,31004,Abaurrepea/Abaurrea Baja,A.E.S.M.,AESM,age-san-martin,AGUPACION DE ELECTORES “SAN MARTIN”,ag-2,#D3A900,3,1,2,ag-2_otro-4,TRUE
15,15001,Abegondo,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,13,9,1,otro-1_pp,TRUE
15,15001,Abegondo,AxA,AxA,axa,ALTERNATIVA POR ABEGONDO,otro-2,#6C7D9A,13,4,2,otro-1_pp,TRUE
25,25001,Abella de la Conca,ERC-AM,ERC-AM,erc-am,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,erc,#f36e22,5,4,1,cp_erc,TRUE
01,01018,Zigoitia,EH Bildu,EH BILDU,eh-bildu,EUSKAL HERRIA BILDU,bildu,#A4D700,9,4,1,bildu_pnv_psoe,FALSE
01,01018,Zigoitia,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,9,4,2,bildu_pnv_psoe,FALSE
01,01018,Zigoitia,PSE-EE (PSOE),PSE-EE-PSOE,pse-ee-psoe,PARTIDO SOCIALISTA VASCO EUSKAL SOZIALISTAK-PSOE,psoe,#e70000,9,1,3,bildu_pnv_psoe,FALSE
25,25001,Abella de la Conca,PSUC,COMP-CP,comp-cp,COMPROMÍS PEL MUNICIPI-CANDIDATURA DE PROGRÉS,cp,#D20000,5,1,2,cp_erc,TRUE
01,01019,Kripan,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,5,5,1,pnv,FALSE
08,08001,Abrera,PSC-CP,PSC-CP,psc-cp,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEL PROGRÉS,psoe,#e70000,17,11,1,alternativa_cs_ecp-ecg_erc_psoe,TRUE
01,01020,Kuartango,EH Bildu,EH BILDU,eh-bildu,EUSKAL HERRIA BILDU,bildu,#A4D700,7,3,1,bildu_pnv_pp,FALSE
01,01020,Kuartango,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,7,3,2,bildu_pnv_pp,FALSE
01,01020,Kuartango,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,7,1,3,bildu_pnv_pp,FALSE
08,08001,Abrera,ERC - AM,ERC-AM,erc-am,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,erc,#f36e22,17,2,2,alternativa_cs_ecp-ecg_erc_psoe,TRUE
01,01021,Elburgo/Burgelu,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,7,5,1,bildu_pnv_pp,FALSE
01,01021,Elburgo/Burgelu,EH Bildu,EH BILDU,eh-bildu,EUSKAL HERRIA BILDU,bildu,#A4D700,7,1,2,bildu_pnv_pp,FALSE
01,01021,Elburgo/Burgelu,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,7,1,3,bildu_pnv_pp,FALSE
08,08001,Abrera,Ad'Ab,ALTV,altv,ALTERNATIVA D'ABRERA,alt-1,#6C949A,17,2,3,alternativa_cs_ecp-ecg_erc_psoe,TRUE
08,08001,Abrera,ABRERA EN COMÚ-ECG,ECP-ECG,ecp-ecg,ABRERA EN COMÚ-EN COMÚ GUANYEM,ecp-ecg,#A22A38,17,1,4,alternativa_cs_ecp-ecg_erc_psoe,TRUE
08,08001,Abrera,Cs,Cs,c-s,CIUDADANOS PARTIDO DE LA CIUDADANIA,cs,#feb806,17,1,5,alternativa_cs_ecp-ecg_erc_psoe,TRUE
06,06002,Aceuchal,COPAC,COPAC,copac,COMPROMISO POR ACEUCHAL,otro-4,#9a6c7d,13,6,1,otro-4_pp_psoe,TRUE
06,06002,Aceuchal,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,13,5,2,otro-4_pp_psoe,TRUE
01,01023,Elvillar/Bilar,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,7,7,1,pnv,FALSE
06,06002,Aceuchal,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,13,2,3,otro-4_pp_psoe,TRUE
01,01027,Iruraiz-Gauna,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,7,4,1,bildu_pnv,FALSE
01,01027,Iruraiz-Gauna,EH Bildu,EH BILDU,eh-bildu,EUSKAL HERRIA BILDU,bildu,#A4D700,7,3,2,bildu_pnv,FALSE
14,14001,Adamuz,P.S.O.E.-A,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,11,5,1,iu_otro-1_pp_psoe,TRUE
01,01028,Labastida/Bastida,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,9,4,1,bildu_pnv_pp,FALSE
01,01028,Labastida/Bastida,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,9,3,2,bildu_pnv_pp,FALSE
01,01028,Labastida/Bastida,EH Bildu,EH BILDU,eh-bildu,EUSKAL HERRIA BILDU,bildu,#A4D700,9,2,3,bildu_pnv_pp,FALSE
14,14001,Adamuz,DECIdA o DE.CI.da,DECIdA o DECIda,NA,NA,otro-1,#6C949A,11,4,2,iu_otro-1_pp_psoe,TRUE
01,01030,Lagrán,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,5,4,1,bildu_pnv,FALSE
01,01030,Lagrán,EH Bildu,EH BILDU,eh-bildu,EUSKAL HERRIA BILDU,bildu,#A4D700,5,1,2,bildu_pnv,FALSE
14,14001,Adamuz,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,11,1,3,iu_otro-1_pp_psoe,TRUE
01,01031,Laguardia,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,9,3,1,bildu_pnv_pp_psoe,FALSE
01,01031,Laguardia,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,9,3,2,bildu_pnv_pp_psoe,FALSE
01,01031,Laguardia,EH Bildu,EH BILDU,eh-bildu,EUSKAL HERRIA BILDU,bildu,#A4D700,9,2,3,bildu_pnv_pp_psoe,FALSE
01,01031,Laguardia,PSE-EE (PSOE),PSE-EE-PSOE,pse-ee-psoe,PARTIDO SOCIALISTA VASCO EUSKAL SOZIALISTAK-PSOE,psoe,#e70000,9,1,4,bildu_pnv_pp_psoe,FALSE
14,14001,Adamuz,IU ANDALUCÍA,IU,iu,IZQUIERDA UNIDA,iu,#00973D,11,1,4,iu_otro-1_pp_psoe,TRUE
01,01032,Lanciego/Lantziego,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,7,4,1,pnv_psoe,FALSE
01,01032,Lanciego/Lantziego,PSE-EE (PSOE),PSE-EE-PSOE,pse-ee-psoe,PARTIDO SOCIALISTA VASCO EUSKAL SOZIALISTAK-PSOE,psoe,#e70000,7,3,2,pnv_psoe,FALSE
38,38001,Adeje,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,21,14,1,cca_podemos_pp_psoe,TRUE
38,38001,Adeje,CCa,CCA,cca,COALICION CANARIA,cca,#ffe46e,21,4,2,cca_podemos_pp_psoe,TRUE
38,38001,Adeje,PODEMOS-IU,PODEMOS-IU,podemos-iu,UNIDAS PODEMOS-IZQUIERDA UNIDA,podemos,#7E0C6D,21,2,3,cca_podemos_pp_psoe,TRUE
38,38001,Adeje,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,21,1,4,cca_podemos_pp_psoe,TRUE
01,01034,Leza,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,5,4,1,pnv_psoe,FALSE
01,01034,Leza,PSE-EE (PSOE),PSE-EE-PSOE,pse-ee-psoe,PARTIDO SOCIALISTA VASCO EUSKAL SOZIALISTAK-PSOE,psoe,#e70000,5,1,2,pnv_psoe,FALSE
31,31007,Adiós,A.E.A.,ATI,abaurrepeako-talde-independentea,ABAURREPEAKO TALDE INDEPENDENTEA,otro-1,#6C949A,5,5,1,otro-1,TRUE
46,46002,Ador,GA,GENT,gent,GENT D´ADOR,otro-5,#6c9a72,9,7,1,otro-5_pp,TRUE
46,46002,Ador,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,9,2,2,otro-5_pp,TRUE
04,04003,Adra,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,21,10,1,cs_otro-3_pp_psoe_vox,TRUE
04,04003,Adra,PSOE-A,PSOE-A,psoe-a,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,psoe,#e70000,21,7,2,cs_otro-3_pp_psoe_vox,TRUE
04,04003,Adra,VOX,VOX,vox,VOX,vox,#36C725,21,2,3,cs_otro-3_pp_psoe_vox,TRUE
01,01037,Arraia-Maeztu,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,7,5,1,bildu_pnv,FALSE
01,01037,Arraia-Maeztu,EH Bildu,EH BILDU,eh-bildu,EUSKAL HERRIA BILDU,bildu,#A4D700,7,2,2,bildu_pnv,FALSE
04,04003,Adra,PlataformADRA,PlataformADRA,NA,NA,otro-3,#6c9a89,21,1,4,cs_otro-3_pp_psoe_vox,TRUE
01,01039,Moreda de Álava/Moreda Araba,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,5,4,1,pnv_psoe,FALSE
01,01039,Moreda de Álava/Moreda Araba,PSE-EE (PSOE),PSE-EE-PSOE,pse-ee-psoe,PARTIDO SOCIALISTA VASCO EUSKAL SOZIALISTAK-PSOE,psoe,#e70000,5,1,2,pnv_psoe,FALSE
04,04003,Adra,Cs,Cs,c-s,CIUDADANOS PARTIDO DE LA CIUDADANIA,cs,#feb806,21,1,5,cs_otro-3_pp_psoe_vox,TRUE
01,01041,Navaridas,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,5,4,1,pnv_pp,FALSE
01,01041,Navaridas,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,5,1,2,pnv_pp,FALSE
05,05002,"Adrada, La",P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,11,6,1,otro-4_pp_psoe,TRUE
05,05002,"Adrada, La",PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,11,4,2,otro-4_pp_psoe,TRUE
05,05002,"Adrada, La",U.S.I.A.,USIA,NA,NA,otro-2,#6C7D9A,11,1,3,otro-4_pp_psoe,TRUE
42,42003,Adradas,P.P.SO.,PPSO,ppso,PLATAFORMA DEL PUEBLO SORIANO,ppso,#38A6AF,3,3,1,ppso,TRUE
36,36020,Agolada,PAYJ,PAYJ,NA,NA,otro-7,#b6007d,11,7,1,otro-2_pp,TRUE
36,36020,Agolada,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,11,4,2,otro-2_pp,TRUE
26,26002,Agoncillo,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,9,4,1,otro-4_pp_psoe,TRUE
26,26002,Agoncillo,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,9,4,2,otro-4_pp_psoe,TRUE
26,26002,Agoncillo,GIA,GIA,NA,NA,otro-8,#D3A900,9,1,3,otro-4_pp_psoe,TRUE
44,44004,Aguaviva,(GANAR) (GA),GANAR,NA,NA,otro-3,#6c9a89,7,5,1,otro-3_par,TRUE
44,44004,Aguaviva,PAR,PAR,par,PARTIDO ARAGONES,par,#ed7714,7,2,2,otro-3_par,TRUE
13,13002,Agudo,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,9,5,1,otro-4_pp_psoe,TRUE
13,13002,Agudo,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,9,3,2,otro-4_pp_psoe,TRUE
13,13002,Agudo,AIDA,AIDA,NA,NA,otro-4,#9a6c7d,9,1,3,otro-4_pp_psoe,TRUE
01,01046,Erriberagoitia/Ribera Alta,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,7,4,1,bildu_pnv_pp,FALSE
01,01046,Erriberagoitia/Ribera Alta,EH Bildu,EH BILDU,eh-bildu,EUSKAL HERRIA BILDU,bildu,#A4D700,7,2,2,bildu_pnv_pp,FALSE
01,01046,Erriberagoitia/Ribera Alta,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,7,1,3,bildu_pnv_pp,FALSE
31,31008,Aguilar de Codés,A.I.A.D.C.,AIADC,age-adios,AGRUPACIÓN ELECTORAL ADIOS,ag-3,#6c9a72,3,3,1,ag-3,TRUE
14,14002,Aguilar de la Frontera,IU ANDALUCÍA,IU,iu,IZQUIERDA UNIDA,iu,#00973D,17,10,1,iu_otro-1_otro-2_pp_psoe,TRUE
14,14002,Aguilar de la Frontera,PSOE-A,PSOE-A,psoe-a,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,psoe,#e70000,17,3,2,iu_otro-1_otro-2_pp_psoe,TRUE
14,14002,Aguilar de la Frontera,UPOA,UPOA,upoa,UNIDAD POPULAR DE AGUILAR,otro-1,#6C949A,17,2,3,iu_otro-1_otro-2_pp_psoe,TRUE
14,14002,Aguilar de la Frontera,PP,PP,pp,PARTIDO POPULAR,pp,#0166dc,17,1,4,iu_otro-1_otro-2_pp_psoe,TRUE
14,14002,Aguilar de la Frontera,A.P.D.,APD,NA,NA,otro-2,#6C7D9A,17,1,5,iu_otro-1_otro-2_pp_psoe,TRUE
44,44005,Aguilar del Alfambra,Cs,Cs,c-s,CIUDADANOS PARTIDO DE LA CIUDADANIA,cs,#feb806,3,1,1,cs_par_psoe,TRUE
01,01049,Añana,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,5,4,1,bildu_pnv,FALSE
01,01049,Añana,EH Bildu,EH BILDU,eh-bildu,EUSKAL HERRIA BILDU,bildu,#A4D700,5,1,2,bildu_pnv,FALSE
44,44005,Aguilar del Alfambra,PAR,PAR,par,PARTIDO ARAGONES,par,#ed7714,3,1,2,cs_par_psoe,TRUE
01,01051,Agurain/Salvatierra,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,13,7,1,bildu_pnv,FALSE
01,01051,Agurain/Salvatierra,EH Bildu,EH BILDU,eh-bildu,EUSKAL HERRIA BILDU,bildu,#A4D700,13,6,2,bildu_pnv,FALSE
44,44005,Aguilar del Alfambra,P.S.O.E.,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,3,1,3,cs_par_psoe,TRUE
01,01052,Samaniego,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,7,3,1,bildu_pnv_psoe,FALSE
01,01052,Samaniego,EH Bildu,EH BILDU,eh-bildu,EUSKAL HERRIA BILDU,bildu,#A4D700,7,3,2,bildu_pnv_psoe,FALSE
01,01052,Samaniego,PSE-EE (PSOE),PSE-EE-PSOE,pse-ee-psoe,PARTIDO SOCIALISTA VASCO EUSKAL SOZIALISTAK-PSOE,psoe,#e70000,7,1,3,bildu_pnv_psoe,FALSE
35,35002,Agüimes,RA,RA,ra,AGRUPACIÓN DE ELECTORES ROQUE AGUAYRO,ag-1,#7437ff,21,16,1,ag-1_cca_cs_psoe,TRUE
01,01053,San Millán/Donemiliaga,EH Bildu,EH BILDU,eh-bildu,EUSKAL HERRIA BILDU,bildu,#A4D700,7,4,1,bildu_pnv,FALSE
01,01053,San Millán/Donemiliaga,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,7,3,2,bildu_pnv,FALSE
35,35002,Agüimes,PSOE,PSOE,psoe,PARTIDO SOCIALISTA OBRERO ESPAÑOL,psoe,#e70000,21,3,2,ag-1_cca_cs_psoe,TRUE
01,01054,Urkabustaiz,EH Bildu,EH BILDU,eh-bildu,EUSKAL HERRIA BILDU,bildu,#A4D700,9,5,1,bildu_pnv,FALSE
01,01054,Urkabustaiz,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,9,4,2,bildu_pnv,FALSE
35,35002,Agüimes,Cs,Cs,c-s,CIUDADANOS PARTIDO DE LA CIUDADANIA,cs,#feb806,21,1,3,ag-1_cca_cs_psoe,TRUE
35,35002,Agüimes,CC-UxGC,CCA-UGC,cca-ugc,COALICION CANARIA-UNIDOS POR GRAN CANARIA,cca,#ffe46e,21,1,4,ag-1_cca_cs_psoe,TRUE
17,17001,Agullana,JUNTS,JUNTS,junts,JUNTS PER AGULLANA I L’ ESTRADA,junts,#e64f80,7,4,1,erc_junts_otro-4,TRUE
17,17001,Agullana,ERC - AM,ERC-AM,erc-am,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,erc,#f36e22,7,2,2,erc_junts_otro-4,TRUE
17,17001,Agullana,LL-AE,LL-AE,ll-ae,LA LLISTA-AGULLANA L’ ESTRADA,otro-4,#9a6c7d,7,1,3,erc_junts_otro-4,TRUE
01,01056,Harana/Valle de Arana,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,5,4,1,bildu_pnv,FALSE
01,01056,Harana/Valle de Arana,EH Bildu,EH BILDU,eh-bildu,EUSKAL HERRIA BILDU,bildu,#A4D700,5,1,2,bildu_pnv,FALSE
46,46004,Agullent,COMPROMIS MUNICIPAL,COMPROMÍS,compromis,COMPROMÍS,compromis,#ed7714,11,6,1,compromis_unix,TRUE
01,01057,Villabuena de Álava/Eskuernaga,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,7,4,1,bildu_pnv,FALSE
01,01057,Villabuena de Álava/Eskuernaga,EH Bildu,EH BILDU,eh-bildu,EUSKAL HERRIA BILDU,bildu,#A4D700,7,3,2,bildu_pnv,FALSE
46,46004,Agullent,UxA,UNIX,unix,UNITS PER AGULLENT,unix,#9a6c7d,11,5,2,compromis_unix,TRUE
01,01058,Legutio,EH Bildu,EH BILDU,eh-bildu,EUSKAL HERRIA BILDU,bildu,#A4D700,9,5,1,bildu_pnv_psoe,FALSE
01,01058,Legutio,EAJ-PNV,EAJ-PNV,eaj-pnv,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,pnv,#007E42,9,3,2,bildu_pnv_psoe,FALSE
